"ID","code","AGE","H","S","BA","Bio"
225,1,45,12.5,737.493442630098,20.9978849703109,126.117724141801
226,1,45,12.5,641.101356809709,17.1224359077966,93.7090787725571
227,1,40,12.5,383.020550176294,9.91816508701566,55.9710469867257
228,1,40,12.5,825.350823109754,30.2699717106388,280.79834444216
229,1,91,12.6,447.03514723539,14.4335762080203,104.516921079695
230,1,75,12.6,495.382758339956,13.8313328963271,87.0717080146876
231,1,50,12.6,364.220531916366,9.74284458199126,57.1786634285472
232,1,50,12.6,838.746747875963,25.6209545445632,184.519172701934
233,1,15,12.6,264.738113094552,7.29901929171784,43.835795600314
234,1,57,12.7,577.678994711798,15.2871076620924,87.9674756480643
235,1,32,12.7,843.15154678284,21.3332598035587,110.265143880815
236,1,64,12.8,373.481724093648,11.2072390925999,75.4972507272847
237,1,57,12.8,882.409829329161,26.881243707459,162.744729325466
238,1,55,12.8,489.945141892271,12.7592742207666,75.128802361345
239,1,96,12.9,460.80739399338,14.9897657349072,93.2075418965125
240,1,81,12.9,374.030349048214,11.6299403841404,82.9993461358309
241,1,64,12.9,541.327281786903,14.0978184931679,92.3684086203471
242,1,62,12.9,485.86866632067,13.8321870168298,74.631716536302
243,1,42,13,482.987574954205,13.9399927322331,77.5964789424561
244,1,32,13,479.839064075455,12.912858831619,78.3785212367305
245,1,29,13.1,371.445963340659,9.98427597741964,67.0409871677792
246,1,58,13.2,779.867830414626,22.0348265304905,140.210535018867
247,1,57,13.2,708.822366777312,18.7305942797228,100.647810744722
248,1,45,13.2,860.399800711535,26.5529178227277,151.661809317565
249,1,75,13.3,1540.13324847293,44.5709923436317,300.304969426463
250,1,45,13.3,417.122988810485,11.0794940813233,64.0876320034028
251,1,33,13.3,752.832074978783,20.6757146436853,129.646426557798
252,1,28,13.3,613.186716092529,16.6832608897789,103.359759375662
253,1,69,13.4,351.118772267424,10.7490083516427,74.5162605410871
254,1,34,13.4,807.070891402264,22.5480940477478,142.515822079537
255,1,64,13.6,586.32153160113,16.876213730101,114.501482983526
256,1,39,13.6,325.958742835213,8.34155681381162,47.6291593710816
257,1,44,13.7,382.771112522867,10.0609210206902,57.4914412372684
258,1,61,13.8,704.117966175051,19.4403618724774,125.768730115736
259,1,50,13.8,817.645779714236,25.6305560371108,143.163561398325
260,1,40,13.8,778.740588562349,22.6332377536447,146.499697476222
261,1,65,14,850.694223665594,26.1801973068104,185.978990837739
262,1,38,14,797.290010963189,23.1920518193944,162.336097904633
263,1,34,14,576.035829244491,14.5695188126273,92.6540977410141
264,1,50,14.1,284.571337306521,7.60173137884531,48.6127021896423
265,1,45,14.1,317.467635094032,8.15774746363784,42.5126345959168
266,1,48,14.2,876.826392065414,25.8642165331363,147.1364336613
267,1,74,14.3,727.669890174277,19.2601424464089,129.199069872598
268,1,70,14.3,922.379209388385,30.4909925712959,257.138942365242
269,1,65,14.3,821.282709503211,27.3301380277488,214.556352181441
270,1,95,14.5,664.811208588699,17.2094580243011,110.446998679403
271,1,45,14.5,451.710667829231,12.059837886353,77.227479136321
272,1,45,14.5,711.745597534866,21.7260636050125,147.431930776783
273,1,63,14.6,366.130593264079,12.5135820403018,85.420112340309
274,1,59,14.6,517.88623795596,16.6197025434059,136.089518711517
275,1,54,14.6,529.440827334241,17.311854309854,145.898204238419
276,1,100,14.7,687.774879453018,17.9533184423318,116.171636727919
277,1,64,14.7,539.179866505989,17.2562677548396,140.95452965801
278,1,60,14.7,556.268945633498,16.4326630479125,108.05255269626
279,1,67,14.8,636.053402192088,19.4487852677799,125.639531447343
280,1,55,14.8,712.370697095634,22.8045658180052,172.660775856907
281,1,61,14.9,330.10079520376,9.04648111789196,61.9628694075206
282,1,49,14.9,875.140216883442,28.1075251298796,185.506576232973
283,1,105,15,743.73902646952,19.6282291131621,127.628592218603
284,1,78,15,878.019541729622,29.9906055839183,229.935049565426
285,1,70,15,772.740729026703,23.3824126992478,163.382264708252
286,1,55,15,475.480958608447,14.7169900658724,98.0088676131667
287,1,53,15.1,840.243103892739,24.9882377841303,146.220814811101
288,1,74,15.2,548.18273984661,16.8642920893223,121.04596431396
289,1,70,15.2,922.645501272883,28.3477882455399,214.591975844027
290,1,80,15.3,777.268100812207,26.4708044447445,230.810067732215
291,1,69,15.3,598.025654568116,17.7101307442194,122.449171532132
292,1,73,15.4,588.993417704899,19.2649726451138,131.646329111733
293,1,60,15.4,801.554587205101,26.5145020350605,198.588203296621
294,1,63,15.5,533.998227709567,16.535069590531,117.350391233094
295,1,48,15.5,441.370545677759,12.271816850654,77.1287303581617
296,1,43,15.6,425.443995110113,11.3555811707116,71.0604733444943
297,1,80,15.7,1075.72727679602,32.8308998670748,227.043374426646
298,1,75,15.7,969.512166768037,29.5261505625162,218.010453310983
299,1,61,15.7,454.455616512942,12.4605676642725,72.2271967055404
300,1,45,15.7,925.086221300775,26.8560815137991,162.696601429298
301,1,85,15.8,921.044731468857,30.6910334835132,263.311022530816
302,1,65,15.8,928.894821797678,33.0529613802984,286.200890278452
303,1,55,15.8,622.959633321133,20.0910544333752,154.720234646302
304,1,90,15.9,921.618852251046,30.4596748195304,249.51692270845
305,1,38,15.9,644.586279553364,15.7065004638696,83.5129957438793
306,1,60,16,628.992248935436,20.8072590185773,170.958459259958
307,1,60,16,736.89355836966,23.65546618823,179.367741743643
308,1,39,16.1,436.988216997133,11.2255486872841,64.0414195319168
309,1,68,16.2,457.535538590815,14.3222630157816,105.84670958571
310,1,43,16.2,619.32877178035,19.299942498339,138.042441218622
311,1,65,17.2,614.725067135751,18.3284852683868,122.948304895279
312,1,40,17.3,1091.01026521072,34.9323799154003,200.541797589783
313,1,79,17.5,439.672877368084,14.5096027502371,88.8141866946245
314,1,74,17.5,416.522717687289,13.2987347667732,94.3642614774313
315,1,60,17.6,586.708305435648,17.0257239414513,124.931214109631
316,1,70,17.9,1432.50765561439,45.7487557945084,344.412052016721
317,1,65,18,621.412134461735,18.5787113648911,145.578269376856
318,1,60,18.4,525.108532583699,15.5081481577036,111.111218306002
319,1,75,18.8,1053.52920254588,34.5001654886056,258.734101223196
320,1,47,19.1,475.884240586301,13.7942522855377,96.9007176248173
